id,organization_id,description,created_at
15252,e7b3f7e6-167c-4503-8210-ac140fcde03f,"When date equal 1: $600.00 moves from Voice Media Collective 3074 to Assistant.

When funds are received: 30.00% of incoming funds goes from Voice Media Collective 3074 to Advantage Savings.",2026-01-22 12:24:05.628+00
15253,96b8d9e9-713a-4f07-b822-577760078511,"When funds are received: 100.00% of incoming funds goes from Squarespace and Google Workshop to Essential Bills.

When funds are received: 100.00% of incoming funds goes from Practice Space to Income.

When funds are received: 100.00% of incoming funds goes from My Music Staff to Essential Bills.

When funds are received: 100.00% of incoming funds goes from Duke Energy to Essential Bills.

When funds are received: 100.00% of incoming funds goes from Sequence to Essential Bills.

When funds are received: 100.00% of incoming funds goes from Baamboozled to Income.

When funds are received: 100.00% of incoming funds goes from Rent to Income.

When funds are received: $29.00 moves from Essential Bills to Zoho Sign.

When funds are received: 100.00% of incoming funds goes from Canva to Income.

When funds are received: 100.00% of incoming funds goes from Zoho Sign to Essential Bills.

When funds are received: 100.00% of incoming funds goes from Spectrum to Essential Bills.

When funds are received: 100.00% of incoming funds goes from Lightroom to Income.

When funds are received: $700.00 moves from Personal Debit to Bill Pay; $350.00 moves from Personal Debit to Wedding Savings; $100.00 moves from Personal Debit to Gas; $25.00 moves from Personal Debit to Medical; $75.00 moves from Personal Debit to Misc.

When funds are received: 90.00% of incoming funds goes from Honeymoon Fund to Furniture Fund.

When funds are received: $217.19 moves from Essential Bills to Spectrum.

When funds are received: $2.00 moves from Non Essential Bills to 8 Notes.

When funds are received: $42.75 moves from Essential Bills to Insurance.

When funds are received: $200.00 moves from Essential Bills to IRS Loans.

When funds are received: $70.00 moves from Essential Bills to Squarespace and Google Workshop.

When funds are received: $29.99 moves from Essential Bills to Sequence.

When funds are received: $39.70 moves from Essential Bills to My Music Staff.

When funds are received: $8.00 moves from Non Essential Bills to Baamboozled.

When funds are received: $11.99 moves from Non Essential Bills to Lightroom.

When funds are received: $57.69 moves from Non Essential Bills to Practice Space.

When funds are received: $12.99 moves from Non Essential Bills to Canva.

When funds are received: 56.94% of incoming funds goes from Income to Teacher Pay; 41.76% of incoming funds goes from Income to Essential Bills; 1.02% of incoming funds goes from Income to Non Essential Bills.

When funds are received: $100.00 moves from Essential Bills to State Revenue Loan.

When funds are received: 100.00% of incoming funds goes from Income to Studio Debit.

When funds are received: 100.00% of incoming funds goes from Founders Loan to Hannah Bill Pay.

When funds are received: $2,601.20 moves from Essential Bills to Rent.

When funds are received: $400.00 moves from Essential Bills to Summer Savings.

When funds are received: $700.00 moves from Essential Bills to Taxess.

When funds are received: $10.00 moves from Essential Bills to Studio Debit.

When funds are received: $280.00 moves from Essential Bills to Duke Energy.

When funds are received: $109.00 moves from Essential Bills to Teacher Pay.

When funds are received: 100.00% of incoming funds goes from Founders Line of Credit to Hannah Bill Pay.",2026-01-22 12:24:05.628+00
15254,d410e3a7-a0ea-47ef-8bcd-4af0a2575ef7,"When funds are received: 15.00% of incoming funds goes from Income Generated  to 2026 Taxes Savings Account.

When funds are received: Funds move from Slice Squad to CREDIT CARD; Funds move from Slice Squad to CREDIT CARD; Funds move from Slice Squad to CREDIT CARD; Funds move from Slice Squad to Platinum Card®; Funds move from Slice Squad to Blue Business Plus Card; Funds move from Slice Squad to Apple Card; Funds move from Slice Squad to Discover Credit Card.",2026-01-22 12:24:05.628+00
15255,1739b1e8-f83c-4146-85d6-8756f9826cc9,"When funds are received: $3.02 moves from OneAmerica Term Policy to Cashflow Management.

When funds are received: $63.00 moves from Kohls to OneAmerica Deposits; $10.00 moves from Kohls to OneAmerica Term Policy; $200.00 moves from Kohls to OneAmerica Deposits; 100.00% of incoming funds goes from Kohls to Cashflow Management.

When funds are received: $30.00 moves from Personal Monthly Expenses to Toiletries.

When funds are received: 100.00% of incoming funds goes from GroundFloor Investing to OneAmerica Deposits.

When funds are received: $40.00 moves from Personal Monthly Expenses to BYOB Vault.

When funds are received: $5.00 moves from Personal Monthly Expenses to Efax.

When funds are received: $14.00 moves from Personal Monthly Expenses to Vision/Eyewear.

When funds are received: $17.00 moves from Personal Monthly Expenses to Amazon Prime.

When funds are received: $11.00 moves from Personal Monthly Expenses to Tello 2.

When funds are received: $10.00 moves from Personal Monthly Expenses to Prescriptions.

When funds are received: $25.00 moves from Personal Monthly Expenses to YouTube University.

When funds are received: $11.00 moves from Personal Monthly Expenses to Tello.

When funds are received: 100.00% of incoming funds goes from Owner's Draw to Personal Monthly Expenses.

When funds are received: 50.00% of incoming funds goes from Nomadic Notary Docs LLC to Owner's Draw; 10.00% of incoming funds goes from Nomadic Notary Docs LLC to Profit; 10.00% of incoming funds goes from Nomadic Notary Docs LLC to Business Cashflow Management; 30.00% of incoming funds goes from Nomadic Notary Docs LLC to Taxes.

When funds are received: 100.00% of incoming funds goes from Sequence Rewards to OneAmerica Deposits.

When funds are received: 100.00% of incoming funds goes from Loans Payable to Business Cashflow Management.

When funds are received: $35.00 moves from Personal Monthly Expenses to Visible.

When funds are received: $11.00 moves from Personal Monthly Expenses to Ancestry.

When funds are received: $19.00 moves from Personal Monthly Expenses to Cashflow Management.

When funds are received: $9.00 moves from Cashflow Management to Capital One #1.

When funds are received: 100.00% of incoming funds goes from Policy Loans to Cashflow Management.

When funds are received: 100.00% of incoming funds goes from Capital One #1 to Wealthfront.",2026-01-22 12:24:05.628+00
15256,c76f91c6-696a-4fde-9788-b2fb38b1a255,"When funds are received: 100.00% of incoming funds goes from Hair Services to Joint Income.

When funds are received: 100.00% of incoming funds goes from HAIR SERVICES- Cash Deposits to Joint Income.

When funds are received: 100.00% of incoming funds goes from HAIR EXT to Joint Income.

When funds are received: 100.00% of incoming funds goes from Shopify to Joint Income.

When Owners pay balance is at least $50.00: 50.00% of incoming funds goes from Owners pay to BILLS; 10.00% of incoming funds goes from Owners pay to Tithes; 20.00% of incoming funds goes from Owners pay to LYSSA SAVINGS; 20.00% of incoming funds goes from Owners pay to WANTS.

When Joint Income balance is at least $200.00: 15.00% of incoming funds goes from Joint Income to TAX1 (15%); 5.00% of incoming funds goes from Joint Income to profitmarketing; 30.00% of incoming funds goes from Joint Income to OPEX (30%); 50.00% of incoming funds goes from Joint Income to Owners pay.",2026-01-22 12:24:05.628+00
15257,210e65ee-6563-4f12-9df9-7d3f883a3f20,"When funds are received: $72.00 moves from Repository to Mileage Reimbursement.

When funds are received: Funds move from Repository to Get Real Checking.

When funds are received: $115.38 moves from Repository to Birthdays.

When funds are received: $57.68 moves from Repository to Taxes.

When funds are received: Anything above $2,000.00 moves from Repository to Overflow.

When funds are received: $564.65 moves from Repository to Payroll.

When balance lessThanInclusive 100000: Funds move from Repository to 360 Checking.

When balance greaterThanInclusive 2522882: Anything above $0.00 moves from Overflow to Savings.

When balance lessThanInclusive 50000: Funds move from Repository to Get Real Checking.

When balance greaterThanInclusive 2900000 and Repository balance is at least $2,000.00: Anything above $0.00 moves from Baystate Salary to Savings; Funds move from Baystate Salary to Repository; Anything above $0.00 moves from Baystate Salary to Overflow.

When balance lessThanInclusive 60000 and Repository balance lessThanInclusive $600.00: $564.65 moves from Get Real Checking to Payroll.

When funds are received: $18,704.35 moves from Savings to Alexander Roseman - Brokerage Account - ****1220.

When funds are received: $65.00 moves from Repository to Investment Taxes.

When balance lessThanInclusive 0: $1,000.00 moves from Repository to Get Real Checking.

When balance greaterThan 150000: Anything above $1,000.00 moves from Get Real Checking to Baystate Salary.

When funds are received: $436.75 moves from Payroll to Hallisey Lawton.

When Repository balance lessThan $600.00: $564.65 moves from 360 Checking to Payroll.

When funds are received: Anything above $564.65 moves from Payroll to Repository; 12.30% of incoming funds goes from Payroll to Employer Taxes; 7.65% of incoming funds goes from Payroll to Employee Withheld Taxes.

When balance greaterThan 200000: Anything above $1,500.00 moves from 360 Checking to Baystate Salary.

When Repository balance lessThanInclusive $2,000.00 and transferAmount greaterThan 50000 and balance greaterThanInclusive 1928082 and Repository balance is at least $2,000.00: Funds move from Baystate Salary to Repository; Funds move from Baystate Salary to 360 Checking; Funds move from Baystate Salary to Get Real Checking; Anything above $0.00 moves from Baystate Salary to Overflow; Funds move from Baystate Salary to 360 Checking; Funds move from Baystate Salary to Get Real Checking; Anything above $0.00 moves from Baystate Salary to Savings; Funds move from Baystate Salary to 360 Checking; Funds move from Baystate Salary to Get Real Checking; Anything above $0.00 moves from Baystate Salary to Overflow.

When funds are received: $380.77 moves from Repository to House Maintenance.

When funds are received: $262.00 moves from Repository to Car Maintenance.

When funds are received: $1,042.31 moves from Repository to Travel Fund.

When funds are received: Funds move from Overflow to Alexander Roseman - Cash Plus Account - ****9949; Anything above $0.00 moves from Overflow to Savings.",2026-01-22 12:24:05.628+00
15258,475d9670-30cf-499a-bbd3-ea8d8a6c8e1f,"When funds are received: $260.00 moves from Brenzo LLC to Personal Checking.

When funds are received: Anything above $3,000.00 moves from Brenzo Commerce to Brenzo LLC.

When funds are received: $110.00 moves from Personal Savings to Personal Checking.

When funds are received: 5.00% of incoming funds goes from Brenon's Salary to Personal Savings; 2.00% of incoming funds goes from Brenon's Salary to Alexis Sanders; 3.00% of incoming funds goes from Brenon's Salary to Alexis Sanders; 85.00% of incoming funds goes from Brenon's Salary to Joint Savings; 5.00% of incoming funds goes from Brenon's Salary to Planned Spending.

When funds are received: 2.50% of incoming funds goes from Owner's Draw to Personal Savings; 2.50% of incoming funds goes from Owner's Draw to Personal Checking; 90.00% of incoming funds goes from Owner's Draw to Joint Savings; 3.00% of incoming funds goes from Owner's Draw to Alexis Sanders; 2.00% of incoming funds goes from Owner's Draw to Alexis Sanders.

When funds are received: Anything above $10,000.00 moves from Brenzo LLC to Brenzo LLC Capital Savings.

When funds are received: $1,525.75 moves from Joint Savings to Joint Checking.",2026-01-22 12:24:05.628+00
15259,b2443d3f-f77f-497a-964e-a7400c446b60,"When funds are received: $50.00 moves from Bus Checking I to Appliances.

When funds are received: $125.00 moves from Bus Checking I to van rebuild.

When funds are received: $100.00 moves from Bus Checking I to business cashflow.

When balance greaterThan 25000: $125.00 moves from Free Checking to 546 utilities etc..

When balance greaterThan 25000: $70.00 moves from Free Checking to 540 utility/ insurance .

When funds are received: Anything above $1,050.00 moves from Truck payment  to Truck expense .

When funds are received: Anything above $1,750.00 moves from income for home payment  to miscellaneous .

When funds are received: Anything above $100.00 moves from dispersed funds  to miscellaneous .

When funds are received: 10.00% of incoming funds goes from dispersed funds  to savings; 10.00% of incoming funds goes from dispersed funds  to My vacation; 25.00% of incoming funds goes from dispersed funds  to taxes; 35.00% of incoming funds goes from dispersed funds  to Annettes house ; 15.00% of incoming funds goes from dispersed funds  to emergency fund; 5.00% of incoming funds goes from dispersed funds  to home repairs .

When funds are received: Anything above $75.00 moves from miscellaneous  to emergency fund.

When funds are received: $500.00 moves from Bus Checking I to income for home payment .

When funds are received: $200.00 moves from Bus Checking I to payroll.

When funds are received: 5.00% of incoming funds goes from Free Checking to Savings .

When funds are received: 5.00% of incoming funds goes from Free Checking to Credit card bills .

When funds are received: $300.00 moves from Bus Checking I to Truck payment .

When funds are received: 10.00% of incoming funds goes from Free Checking to Amandas Taxes.

When funds are received: $100.00 moves from Bus Checking I to Rv account.

When balance greaterThanInclusive 200000: $500.00 moves from Bus Checking I to dispersed funds .

When balance greaterThanInclusive 200000: 5.00% of incoming funds goes from Bus Checking I to Tith.

When funds are received: $100.00 moves from weekly to medical savings account .

When funds are received: $200.00 moves from Bus Checking I to weekly.

When weekly balance is at least $100.00: $100.00 moves from weekly to Beach ride.

When weekly balance is at least $100.00: $100.00 moves from weekly to Amazon purchases.

When weekly balance is at least $100.00: $100.00 moves from weekly to Tools.

When weekly balance is at least $100.00: $100.00 moves from weekly to Christmas.",2026-01-22 12:24:05.628+00
15260,18a82fbf-5f21-4710-b11c-a8c417d6c718,"When funds are received: 15.00% of incoming funds goes from win with will Check to Winwithwill Holdings - Cash Plus Account - ****1805.

When funds are received: $600.00 moves from personal deposits to William - Checking.

When funds are received: $600.00 moves from personal deposits to Cami - Checking.

When funds are received: $1.00 moves from Cami - Checking to Cami - ROTH.

When funds are received: $1.00 moves from William - Checking to William - ROTH.",2026-01-22 12:24:05.628+00
15261,0cff47ee-5fa2-4bd5-b92e-a3a20f79326b,"When funds are received: $5.00 moves from Goals to Honor Parents.

When funds are received: $1.00 moves from FREE CHECKING WITH ESTATEMENTS to PRIMARY SAVINGS.

When funds are received: $25.00 moves from BUS COMPLETE CHK to Business Taxes.

When funds are received: $5.00 moves from Robinhood Spending to Robinhood Brokerage.

When funds are received: $5.00 moves from Personal to Emergency.

When funds are received: $75.00 moves from Ryan Checking to Groceries.

When funds are received: $3.00 moves from Personal to Fun Money.

When funds are received: $4.00 moves from Personal to Eating Out.

When funds are received: $3.00 moves from Personal to Rainy Day.

When funds are received: $5.00 moves from Goals to Date Adventures.

When balance lessThanInclusive 10000: 100.00% of incoming funds goes from Emergency to Ryan Checking.

When funds are received: $10.00 moves from Ryan Checking to Goals.

When funds are received: $5.00 moves from Ryan Checking to FREE CHECKING WITH ESTATEMENTS.

When funds are received: $2.00 moves from Ryan + Kaity Checking to Ryan + Kaity Christmas.

When funds are received: $2.00 moves from Kaity Checking to Ryan + Kaity Checking.

When funds are received: $10.00 moves from Ryan Checking to Personal.

When funds are received: $50.00 moves from Ryan Checking to BUS COMPLETE CHK.

When funds are received: $10.00 moves from Ryan Checking to Ryan + Kaity Checking.

When funds are received: $4.00 moves from Ryan Checking to Ryan + Kaity Christmas.",2026-01-22 12:24:05.628+00
15262,77db2ce3-337a-4440-afb0-9add14e6996c,"When funds are received: $699.00 moves from Personal Salary to Samaritan Ministries.

When funds are received: $25.00 moves from MPS Holding Account to Marketing Budget.

When funds are received: 100.00% of incoming funds goes from Sequence Rewards to Savings.

When funds are received: $20.00 moves from MPS Holding Account to Operating Expenses.

When funds are received: $1,500.00 moves from MPS Holding Account to Personal Salary.

When funds are received: 5.00% of incoming funds goes from Personal Salary to Rainy Day Fund.

When funds are received: Funds move from Debt Service to Citibank; Funds move from Debt Service to Apple Card; Funds move from Debt Service to Discover; Funds move from Debt Service to BRIDGECREST CREDIT C; Funds move from Debt Service to BEST EGG.

When funds are received: 10.00% of incoming funds goes from MPS Holding Account to Trey's Tithe Account; 5.00% of incoming funds goes from MPS Holding Account to MPS Savings; 5.00% of incoming funds goes from MPS Holding Account to Trey's Personal Fund.

When funds are received: 100.00% of incoming funds goes from McDaniel Piano Service to MPS Income.

When funds are received: 10.00% of incoming funds goes from No Longer Captives (Trey) to Trey's Tithe Account; 10.00% of incoming funds goes from No Longer Captives (Trey) to NLC Expenses; 5.00% of incoming funds goes from No Longer Captives (Trey) to NLC Taxes; 10.00% of incoming funds goes from No Longer Captives (Trey) to NLC Advertising; 10.00% of incoming funds goes from No Longer Captives (Trey) to Trey's Personal Fund; 50.00% of incoming funds goes from No Longer Captives (Trey) to NLC Loan Payment; 5.00% of incoming funds goes from No Longer Captives (Trey) to Coaching.

When funds are received: $250.00 moves from Personal Salary to Citibank; $450.00 moves from Personal Salary to Debt Service.

When Employees balance lessThan $325.00: Funds move from MPS Income to Employees; 100.00% of incoming funds goes from MPS Income to MPS Holding Account.

When funds are received: 10.00% of incoming funds goes from Other Income to Trey's Tithe Account; 50.00% of incoming funds goes from Other Income to Trey's Personal Fund; 10.00% of incoming funds goes from Other Income to Robinhood Brokerage.

When funds are received: $10.00 moves from Personal Salary to Credit Karma Checking.

When funds are received: Funds move from NLC Loan Payment to Elan Financial Services; Funds move from NLC Loan Payment to Robinhood Credit Card; Funds move from NLC Loan Payment to Capital One; Funds move from NLC Loan Payment to Venmo; Funds move from NLC Loan Payment to PayPal; Funds move from NLC Loan Payment to Upstart Personal Loan 1; Funds move from NLC Loan Payment to Upstart Personal Loan 2.

When funds are received: Anything above $500.00 moves from PEOPLES BUSINESS FREE to MPS Income.

When funds are received: Anything above $500.00 moves from PEOPLES BUSINESS FREE to MPS Income.

When funds are received: Funds move from Loan Payments to MPS Credit Card.

When funds are received: 10.00% of incoming funds goes from No Longer Captives (Clair) to NLC (C) Tithe; 80.00% of incoming funds goes from No Longer Captives (Clair) to NLC (C) Holding Account; 10.00% of incoming funds goes from No Longer Captives (Clair) to Clair's Personal Funds.",2026-01-22 12:24:05.628+00
15263,a71d4a64-3622-4ab2-aef7-f272cc3839b7,"When funds are received: 100.00% of incoming funds goes from Den Loan Holder to Denzel Quinones.

When funds are received: Funds move from Bills to T-Mobile $317.15; Funds move from Bills to Flex Payment; Funds move from Bills to Internet Bill $120; Funds move from Bills to Nest Aware $159.52/Y; Funds move from Bills to Flash Car Wash $40.36; Funds move from Bills to Google One $99 Pixel Fold; Funds move from Bills to Pokémon Home 15.99; Funds move from Bills to Sequence Pay $155.88; Funds move from Bills to ChatGPT $21.27; Funds move from Bills to Streaming Services 47.20; Funds move from Bills to Gym $78.78; Funds move from Bills to Crunchyroll; Funds move from Bills to YT Premium $24.45; Funds move from Bills to Humble Bundle $12.75; Funds move from Bills to IFTTT $1.99; Funds move from Bills to Adobe Photoshop $14.99; Funds move from Bills to HP Instant Ink $5; Funds move from Bills to Nintendo Switch Online + $79.99; Funds move from Bills to Quip $23; Funds move from Bills to Twitter / X $90; Funds move from Bills to Disney+ ( $22 ); Funds move from Bills to NueLink $370/Y; Funds move from Bills to Canva $120; Funds move from Bills to CT Vehicle Taxes; Funds move from Bills to Vehicle Insurance; Funds move from Bills to Last Pass ($51.05); Funds move from Bills to PIA VPN ($69.99/Y); Funds move from Bills to Bluehost($120/Y); Funds move from Bills to Pay Taxes; Funds move from Bills to AAA ($71.50); Funds move from Bills to Vehicle Gas; Funds move from Bills to ESSET Antivirus; 100.00% of incoming funds goes from Bills to Bills on credit cards.

When balance greaterThanInclusive 2000: Anything above $10.00 moves from Denz Auto Pay router to Denz $ Funnel.

When funds are received: 10.00% of incoming funds goes from Content Creation Funnel to Extra Life 10%; 5.00% of incoming funds goes from Content Creation Funnel to Video Editor 5% buffer; 5.00% of incoming funds goes from Content Creation Funnel to PR Content Retainer; Funds move from Content Creation Funnel to Twitch Site Expenses; $25.00 moves from Content Creation Funnel to PR Content Retainer; 100.00% of incoming funds goes from Content Creation Funnel to Video Editor Buffer.

When funds are received: 100.00% of incoming funds goes from Paypal to Income Funnel.

When balance greaterThanInclusive 5000: 100.00% of incoming funds goes from Denz Direct Deposit to Denz $ Funnel.

When funds are received: Anything above $250.00 moves from Video Editor Bonus to PR Content Retainer.

When funds are received: 100.00% of incoming funds goes from Fidelity to Nucor.

When funds are received: 100.00% of incoming funds goes from Video Editor Bonus to Single Transfer Video Editor.

When funds are received: $100.00 moves from Olgui % Distributor to Olgui % Catcher; Funds move from Olgui % Distributor to Perros; Funds move from Olgui % Distributor to Pelo de olgui; Funds move from Olgui % Distributor to Olgui Free Spending; Funds move from Olgui % Distributor to Perros; Funds move from Olgui % Distributor to Pelo de olgui; Funds move from Olgui % Distributor to Olgui Free Spending; 70.00% of incoming funds goes from Olgui % Distributor to Olgui % Catcher; 30.00% of incoming funds goes from Olgui % Distributor to Savings (Olgui).

When funds are received: Funds move from ChatGPT $21.27 to Qolaba AI $19.99.

When funds are received: 100.00% of incoming funds goes from Streamelements to Content Creation Funnel.

When funds are received: Funds move from ChatGPT $21.27 to Qolaba AI $19.99.

When funds are received: 100.00% of incoming funds goes from Extra Life 10% to Bills on credit cards.

When funds are received: Anything above $6,600.00 moves from Mortgage to 55/57 Lib Bills.

When funds are received: 100.00% of incoming funds goes from Humble Bundle to Content Creation Funnel.

When funds are received: Anything above $0.00 moves from Sequence Rewards to Sequence Pay $155.88.

When funds are received: 100.00% of incoming funds goes from 55 Liberty to Must pay.

When funds are received: Funds move from Bills (Olgui) to Bills on credit cards; 100.00% of incoming funds goes from Bills (Olgui) to Must pay.

When funds are received: 100.00% of incoming funds goes from Olgui Forward to Brightpath (Olgui work).

When funds are received: 100.00% of incoming funds goes from Patreon to Content Creation Funnel.

When funds are received: 100.00% of incoming funds goes from Fourthwall to Content Creation Funnel.

When funds are received: 100.00% of incoming funds goes from Twitch to Content Creation Funnel.

When funds are received: Funds move from Savings (Olgui) to Paycheck Buffer (Olgui).

When funds are received: 100.00% of incoming funds goes from Amazon Associate to Content Creation Funnel.

When funds are received: 100.00% of incoming funds goes from Vehicle Gas to Bills on credit cards.

When funds are received: 100.00% of incoming funds goes from 55 Liberty to Must pay.

When funds are received: 100.00% of incoming funds goes from 57 Liberty to Must pay.

When funds are received: Anything above $200.00 moves from Cash account to Nucor.

When funds are received: Funds move from Cash or Bills/ cashapp to Cash account.

When funds are received: 100.00% of incoming funds goes from Cigna to Income Funnel.

When funds are received: 15.00% of incoming funds goes from Creator Expenses Funnel to Streaming Gear; 50.00% of incoming funds goes from Creator Expenses Funnel to Events; 25.00% of incoming funds goes from Creator Expenses Funnel to Outfits; 10.00% of incoming funds goes from Creator Expenses Funnel to PR Content Retainer.

When funds are received: 100.00% of incoming funds goes from Olgui Free Spending to Olgui % Catcher.

When funds are received: Funds move from Flash Car Wash $40.36 to BILT.

When funds are received: 5.00% of incoming funds goes from Video Editor Buffer to Video Editor 5% buffer.

When funds are received: Funds move from Video Editor Buffer to Streamer.Bot.

When funds are received: Anything above $220.00 moves from Video Editor Buffer to Creator Expenses Funnel.

When funds are received: Funds move from Cash or Bills/ cashapp to Flex Payment.

When funds are received: 100.00% of incoming funds goes from Streaming Services 47.20 to Bills on credit cards.

When funds are received: $200.00 moves from Paycheck Buffer (Olgui) to Olgui % Distributor; Anything above $1,000.00 moves from Paycheck Buffer (Olgui) to Savings (Olgui).

When funds are received: 100.00% of incoming funds goes from Video Editor 5% buffer to Video Editor Check.

When Video Editor Tax $52 balance is at least $50.00 and date greaterThanInclusive 15: Anything above $50.00 moves from Video Editor Tax $52 to Video Editor Bonus; Anything above $0.00 moves from Video Editor Tax $52 to Single Transfer Video Editor.

When funds are received: 75.00% of incoming funds goes from Video Editor Check to Single Transfer Video Editor; 25.00% of incoming funds goes from Video Editor Check to Video Editor Tax $52.

When Video Editor Check balance lessThan $55.00: Funds move from Video Editor Buffer to Video Editor Check; Funds move from Video Editor Buffer to PR Content Retainer; Funds move from Video Editor Buffer to PR Content Retainer.

When funds are received: 100.00% of incoming funds goes from CoinBase to Must pay.

When funds are received: Anything above $3,000.00 moves from 55/57 Lib Bills to 55/57 Liberty Maintenance .

When funds are received: 100.00% of incoming funds goes from Twitter / X $90 to BILT.

When funds are received: Funds move from Crunchyroll to BILT.

When balance greaterThan [object Object] and balance greaterThan 50000 and balance greaterThan [object Object]: Funds move from Investor Checking to Bills on credit cards; Funds move from Investor Checking to Bills on credit cards.

When balance greaterThanInclusive 1000: $125.00 moves from Denz $ Funnel to Denz Rent; 50.00% of incoming funds goes from Denz $ Funnel to Denz Savings; Funds move from Denz $ Funnel to Denz repayment loan; 100.00% of incoming funds goes from Denz $ Funnel to Den Loan Holder.

When funds are received: Funds move from Cash or Bills/ cashapp to Barbershop; Funds move from Cash or Bills/ cashapp to BILT; Funds move from Cash or Bills/ cashapp to Bills; Funds move from Cash or Bills/ cashapp to Bills; Funds move from Cash or Bills/ cashapp to Car Maintanance ; Funds move from Cash or Bills/ cashapp to wealthfront; Funds move from Cash or Bills/ cashapp to Investor Checking; 100.00% of incoming funds goes from Cash or Bills/ cashapp to Bills.

When funds are received: Funds move from Nucor to Paycheck Buffer (Olgui); Funds move from Nucor to Video Editor Buffer; $325.00 moves from Nucor to 55 Liberty; Funds move from Nucor to Bills on credit cards; Funds move from Nucor to Cash or Bills/ cashapp; 100.00% of incoming funds goes from Nucor to Income Funnel.

When funds are received: 100.00% of incoming funds goes from Income Funnel to Must pay.

When funds are received: Funds move from Must pay to Mortgage; Funds move from Must pay to 55/57 Lib Bills; Funds move from Must pay to 55/57 Liberty Maintenance ; Anything above $0.00 moves from Must pay to Bills.

When funds are received: Funds move from Olgui Free Spending to Target.

When funds are received: Funds move from 3rd CC Snowball to Balance 5-26-26 Savor One; Funds move from 3rd CC Snowball to Flex; Funds move from 3rd CC Snowball to Balance 8-18-26 Citibank; Funds move from 3rd CC Snowball to Den Rent Repay; Funds move from 3rd CC Snowball to Marbete; 100.00% of incoming funds goes from 3rd CC Snowball to Rainy Day.

When funds are received: Funds move from 55/57 Liberty Maintenance  to Lowe's Advantage Credit Card.

When funds are received: 100.00% of incoming funds goes from Single Transfer Video Editor to Alpha.

When funds are received: Funds move from Credit Card Snow Ball to Flex Payment; 100.00% of incoming funds goes from Credit Card Snow Ball to Credit Card Debt.

When balance greaterThanInclusive 100000: Funds move from Brightpath (Olgui work) to Paycheck Buffer (Olgui); 30.00% of incoming funds goes from Brightpath (Olgui work) to Savings (Olgui); 70.00% of incoming funds goes from Brightpath (Olgui work) to Bills (Olgui); $500.00 moves from Brightpath (Olgui work) to Bills (Olgui); 100.00% of incoming funds goes from Brightpath (Olgui work) to Paycheck Buffer (Olgui).

When funds are received: Anything above $500.00 moves from Bills on credit cards to Credit Card Snow Ball.

When funds are received: $125.00 moves from Flex Payment to Flex.

When funds are received: 100.00% of incoming funds goes from Olgui % Catcher to Olgui Checking.

When funds are received: Funds move from Credit Card Debt to BJ card; Funds move from Credit Card Debt to Daily Card; Funds move from Credit Card Debt to Chase Freedom Credit Card; Funds move from Credit Card Debt to Bills Card; Funds move from Credit Card Debt to Discover Credit Card; Funds move from Credit Card Debt to Venture X Capital One; Funds move from Credit Card Debt to Barclays; Funds move from Credit Card Debt to Amazon; Funds move from Credit Card Debt to Best Buy 2-1-26; 100.00% of incoming funds goes from Credit Card Debt to 2nd CC Snowball.",2026-01-22 12:24:05.628+00
15264,fbd637c3-7183-45e3-b768-998ae02c5148,When funds are received: 20.00% of incoming funds goes from Free Business Checking to Fidelity Account; 5.00% of incoming funds goes from Free Business Checking to Fun Money.,2026-01-22 12:24:05.628+00
15265,e93faf4a-a44e-4df5-8c3b-6df47acbb13a,"When Emergency Fund balance equal $1,000.00: 100.00% of incoming funds goes from Emergency Fund to KCB.

When funds are received: Funds move from Robinson Funnel to Gas; Funds move from Robinson Funnel to Mortgage; Funds move from Robinson Funnel to Trash; Funds move from Robinson Funnel to Timeshare; Funds move from Robinson Funnel to Subaru Account; Funds move from Robinson Funnel to Utilities; Funds move from Robinson Funnel to Telluride; Funds move from Robinson Funnel to Yamaha Pod; Funds move from Robinson Funnel to Groceries; Funds move from Robinson Funnel to Sofi Loan; Funds move from Robinson Funnel to Student Loans; Funds move from Robinson Funnel to Car Insurance; Funds move from Robinson Funnel to Internet; $40.86 moves from Robinson Funnel to Life Insurance Policy; 6.00% of incoming funds goes from Robinson Funnel to KCB; Funds move from Robinson Funnel to Emergency Fund; 100.00% of incoming funds goes from Robinson Funnel to KCB.

When funds are received: 92.00% of incoming funds goes from Other Income to Robinson Funnel; 8.00% of incoming funds goes from Other Income to Tithes.

When funds are received: 90.00% of incoming funds goes from Randall's & Becca's Income to Robinson Funnel; 10.00% of incoming funds goes from Randall's & Becca's Income to Tithes.

When Extra Funds balance lessThan $20.00: 100.00% of incoming funds goes from Extra Funds 2 to Extra Funds.

When funds are received: 100.00% of incoming funds goes from Sequence Rewards to KCB.

When Student Loans balance equal $476.00: 100.00% of incoming funds goes from Student Loans to Nelnet Student Loan.

When Capital One balance equal $170.00: 100.00% of incoming funds goes from Capital One to Capital One.

When Telluride balance equal $812.00: 100.00% of incoming funds goes from Telluride to KCB.",2026-01-22 12:24:05.628+00
15266,8e9007db-d370-4674-abd2-11a4e2d0f495,"When funds are received: $500.00 moves from Salary to SoFi Checking.

When balance greaterThan 300: Funds move from INCOME to Novo Checking (Expenses); 100.00% of incoming funds goes from INCOME to Salary.",2026-01-22 12:24:05.628+00
