ORGANIZATION_ID,ANNUALINCOME,OCCUPATION,PRODUCTGOAL,CURRENT_SUBSCRIPTION_NAME,USER_TYPE,DEBIT_CARD_SPENDER,ACTIVATED_PORTS,ACCOUNTS_CONNECTED,AGE_GROUP
c87cf2c4-4634-47b6-9810-a569f0805e0c,BETWEEN_100K_AND_250K,SALES_REPRESENTATIVE_BROKER_AGENT,PAY_OFF_DEBT,Starter,INDIVIDUAL,false,2,61,25-35
a7bfc444-d2ae-4215-8505-611725d537c5,BETWEEN_50K_AND_100K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,true,2,5,36-44
50c8ef23-2a8d-48fc-8178-4f14e99a7baa,BETWEEN_25K_AND_50K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,MAXIMIZE_MY_SAVINGS,Pro,BUSINESS,false,3,26,25-35
970f7c34-07f1-41c3-bb5d-c14f4c738383,BETWEEN_100K_AND_250K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,PAY_OFF_DEBT,Business,BUSINESS,true,2,56,36-44
b97239ae-4677-467c-832e-a9b5d24de329,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,PAY_OFF_DEBT,Business,BUSINESS,true,6,14,25-35
d17f7192-6270-4e77-bf2d-c1aa199238a8,BETWEEN_100K_AND_250K,SCIENTIST_OR_TECHNOLOGIST,DEBT_PAYMENT,Pro,INDIVIDUAL,false,3,61,45-54
fb7588f7-f2ab-496c-9f9f-8e3b5daf09a6,BETWEEN_100K_AND_250K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,ORGANIZE_FINANCING,Business,BUSINESS,false,2,7,45-54
d410e3a7-a0ea-47ef-8bcd-4af0a2575ef7,BETWEEN_50K_AND_100K,PERSONAL_CARE_OR_SERVICE_WORKER,PAY_OFF_DEBT,Growth,BUSINESS,false,1,17,25-35
0cc700c2-1d82-4195-9678-9492b2823b82,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,true,3,22,45-54
17e7b0b9-8d8e-4a62-a11e-67bb7981f041,BETWEEN_50K_AND_100K,SCIENTIST_OR_TECHNOLOGIST,MANAGE_BUSINESS_PAYMENTS,Business,BUSINESS,false,1,5,25-35
79671e2c-6fa5-4317-990b-e8e3eabf584d,BETWEEN_50K_AND_100K,SCIENTIST_OR_TECHNOLOGIST,AUTOMATE_MY_BUDGETING,Pro,BUSINESS,true,4,11,25-35
41100693-5c38-4a1c-82be-1102a45d55cc,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,MAXIMIZE_SAVINGS,Starter,BUSINESS,true,2,13,25-35
dbdf3464-6ec5-4c4a-986f-63988b476466,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,false,1,8,25-35
188d2b6f-6c71-4cc9-8028-ff1d7679b6a2,BETWEEN_100K_AND_250K,SALES_REPRESENTATIVE_BROKER_AGENT,PAY_OFF_DEBT,Starter,INDIVIDUAL,true,1,5,36-44
3ff4418f-c06b-4104-a73d-8cac458d9c64,BETWEEN_25K_AND_50K,HOSPITALITY_OFFICE_OR_ADMINISTRATIVE_SUPPORT_WORKER,,Starter,INDIVIDUAL,true,2,21,45-54
6ad87e84-06dc-45a6-87e7-ede5cd0e2af1,BETWEEN_25K_AND_50K,MILITARY_OR_PUBLIC_SAFETY,MAXIMIZE_SAVINGS,Starter,INDIVIDUAL,false,1,6,18-24
216a7389-cf68-4d36-adaf-4f74afb00c2d,BETWEEN_50K_AND_100K,SCIENTIST_OR_TECHNOLOGIST,,Starter,INDIVIDUAL,false,2,18,25-35
b73b7040-d899-4e63-8d18-aa5153d89ed0,BETWEEN_25K_AND_50K,SCIENTIST_OR_TECHNOLOGIST,,Starter,INDIVIDUAL,true,1,59,45-54
1cc4bcd8-926f-4658-b1a5-7eb2b092c540,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,,Pro,BUSINESS,false,2,14,45-54
8659cd7b-8615-46cf-b7dd-1ed47acfcb74,BETWEEN_50K_AND_100K,MANUFACTURING_OR_PRODUCTION_WORKER,AUTOMATE_MY_BUDGETING,Pro,INDIVIDUAL,true,1,10,36-44
be7342b6-e698-4ccc-8976-af2889735ce2,BETWEEN_100K_AND_250K,SALES_REPRESENTATIVE_BROKER_AGENT,,Pro,BUSINESS,false,2,30,25-35
d7a7cddd-4b06-4e51-ba98-b24a7f08641d,BETWEEN_25K_AND_50K,BUSINESS_ANALYST_ACCOUNTANT_OR_FINANCIAL_ADVISOR,OPTIMIZE_CASH_FLOW,Pro,BUSINESS,false,0,4,36-44
feb1b27a-8260-49cd-9e7b-6ddb765ade2f,BETWEEN_25K_AND_50K,PERSONAL_CARE_OR_SERVICE_WORKER,,Pro,BUSINESS,false,0,9,25-35
01e44da8-64fa-41aa-a717-08ff6ae56201,BETWEEN_25K_AND_50K,EXECUTIVE_OR_MANAGER,AUTOMATE_MY_BUDGETING,Business,BUSINESS,false,0,8,25-35
1774ad34-7160-4667-9a0e-08c4c8cc5b81,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,MAINTAIN_CONTROL,Business,BUSINESS,true,5,58,45-54
c8d64f3b-fa6a-4460-a22d-e41d05556ac8,OVER_250K,SCIENTIST_OR_TECHNOLOGIST,AUTOMATE_MY_BUDGETING,Pro,BUSINESS,true,3,17,25-35
f6edb35b-6a4e-4603-8322-afed32c0960b,BETWEEN_100K_AND_250K,ARCHITECT_OR_ENGINEER,PAY_OFF_DEBT,Business,BUSINESS,true,4,48,45-54
00ba6e04-036b-43e5-824d-5798fe1cc914,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,,Pro,BUSINESS,true,7,4,25-35
3d59a93e-1188-479a-b541-ee0c78eb8ee7,BETWEEN_100K_AND_250K,SCIENTIST_OR_TECHNOLOGIST,,Starter,INDIVIDUAL,false,3,8,36-44
b61030ac-ed18-4583-b905-17679aa8cb4a,OVER_250K,EXECUTIVE_OR_MANAGER,PAY_OFF_DEBT,Business,BUSINESS,true,4,17,45-54
912a40c8-5f7c-49f0-a920-cc7281a37cd5,BETWEEN_10K_AND_25K,HOSPITALITY_OFFICE_OR_ADMINISTRATIVE_SUPPORT_WORKER,OPTIMIZE_CASH_FLOW,Starter,INDIVIDUAL,true,2,9,18-24
323af9e0-fb67-433e-a554-d41013ce78f0,BETWEEN_25K_AND_50K,FOOD_SERVICE_WORKER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,true,5,12,36-44
1fea3fc5-093d-4a2a-8cbf-7535d5b6230a,BETWEEN_10K_AND_25K,EXECUTIVE_OR_MANAGER,AUTOMATE_MY_BUDGETING,Starter,BUSINESS,true,2,6,25-35
87be76a5-8683-44f1-8a47-8ea250de21e7,BETWEEN_50K_AND_100K,ARCHITECT_OR_ENGINEER,,Pro,INDIVIDUAL,false,5,37,36-44
97c56d61-d64c-41c2-b4ec-2f541674d8ce,BETWEEN_100K_AND_250K,SCIENTIST_OR_TECHNOLOGIST,AUTOMATE_MY_INVESTMENTS,Pro,BUSINESS,false,0,12,25-35
eb4e6dab-aae8-4eb3-b9e1-b74c40a038b0,BETWEEN_50K_AND_100K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,AUTOMATE_MY_BILLS,Pro,BUSINESS,true,0,10,25-35
cf52d87c-2c19-4866-b5ff-a8499431355b,BETWEEN_100K_AND_250K,ARCHITECT_OR_ENGINEER,,Pro,INDIVIDUAL,true,4,30,25-35
13d9468e-a84e-4454-95bd-0a02fca2e745,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,ORGANIZE_FINANCING,Business,BUSINESS,true,3,63,45-54
38400fc6-4d4d-4a69-b0d9-3f1f5ef8d70e,BETWEEN_50K_AND_100K,BUSINESS_ANALYST_ACCOUNTANT_OR_FINANCIAL_ADVISOR,,Pro,INDIVIDUAL,false,2,12,36-44
2bb0602b-62e1-41a0-a1df-a7ab702f6be8,BETWEEN_10K_AND_25K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,,Pro,BUSINESS,true,0,3,25-35
67bdea21-4015-4d7d-bfd7-9ca4aac5cd6a,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,OPTIMIZE_CASH_FLOW,Pro,INDIVIDUAL,true,3,11,36-44
dedaecc0-52a2-4afe-9009-7bd27c87acf4,BETWEEN_25K_AND_50K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,AUTOMATE_MY_BUDGETING,Starter,BUSINESS,true,2,25,25-35
49258220-7b01-4242-aea9-751a6840bb22,BETWEEN_25K_AND_50K,BUSINESS_ANALYST_ACCOUNTANT_OR_FINANCIAL_ADVISOR,,Pro,INDIVIDUAL,true,3,15,25-35
ad2f200c-d9dd-4260-ab7e-638687434d7e,OVER_250K,ARCHITECT_OR_ENGINEER,,Pro,INDIVIDUAL,true,7,23,25-35
5dc4fbb9-c533-49a8-8569-a72939cc0c19,OVER_250K,EXECUTIVE_OR_MANAGER,,Business,BUSINESS,false,0,13,36-44
d6067015-56cc-4198-9da6-eb3e93fcaf37,BETWEEN_100K_AND_250K,ARCHITECT_OR_ENGINEER,,Business,BUSINESS,false,2,8,36-44
5c356c11-057e-423d-89e3-70220d678ec4,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,,Pro,BUSINESS,false,1,20,25-35
d90018e7-7905-4b95-9417-b88de488129d,,,,Starter,INDIVIDUAL,false,0,40,45-54
4e395ee9-b91e-4d38-b535-b602038b0cb2,BETWEEN_100K_AND_250K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,PAY_OFF_DEBT,Starter,INDIVIDUAL,true,0,12,36-44
619ceb40-565d-4674-9dca-766d54fc9047,BETWEEN_50K_AND_100K,SALES_REPRESENTATIVE_BROKER_AGENT,,Pro,BUSINESS,true,2,13,36-44
854afef9-01b5-45d4-b2c0-ced19c80eacf,BETWEEN_25K_AND_50K,SCIENTIST_OR_TECHNOLOGIST,,Starter,INDIVIDUAL,false,1,11,25-35
302a387a-592e-419f-8e80-bc362be61ccd,OVER_250K,EXECUTIVE_OR_MANAGER,AUTOMATE_MY_BUDGETING,Business,BUSINESS,false,4,47,25-35
e7d60856-3f9c-4355-9660-55c4ad8beb39,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,ORGANIZE_FINANCING,Business,BUSINESS,true,2,32,36-44
1d8dcf39-b40f-4f1a-82f1-febf0d26bb11,BETWEEN_100K_AND_250K,SCIENTIST_OR_TECHNOLOGIST,,Pro,INDIVIDUAL,true,5,131,25-35
c1ac807a-0d07-4aa9-957b-4b02240403de,BETWEEN_10K_AND_25K,FOOD_SERVICE_WORKER,PAY_OFF_DEBT,Pro,INDIVIDUAL,false,6,120,36-44
ad17e195-adb7-49df-a493-c90b2d0fee0a,BETWEEN_100K_AND_250K,DOCTOR,AUTOMATE_MY_BUDGETING,Business,BUSINESS,true,4,15,45-54
a142fc60-8476-4b7b-92d5-b7cf526c5f02,OVER_250K,PILOT_DRIVER_OPERATOR,,Pro,INDIVIDUAL,false,1,27,36-44
7a21b9ae-a25b-4c16-895b-b6abf9a2d42c,OVER_250K,EXECUTIVE_OR_MANAGER,,Pro,BUSINESS,true,0,10,36-44
dbe7a281-b4a7-42ad-95f7-6189723b23eb,OVER_250K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,false,0,10,36-44
a192bec6-48de-491f-b393-a67fc2d89d46,BETWEEN_100K_AND_250K,SCIENTIST_OR_TECHNOLOGIST,AUTOMATE_MY_BILLS,Pro,INDIVIDUAL,true,1,23,25-35
2638168a-0afa-4334-9f8d-4565b3a56d84,BETWEEN_25K_AND_50K,MANUFACTURING_OR_PRODUCTION_WORKER,MAINTAIN_CONTROL,Pro,INDIVIDUAL,false,2,10,25-35
ff167a20-6132-4f41-81a0-c2a704fabbd8,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,AUTOMATE_MY_BUDGETING,Business,BUSINESS,true,5,38,36-44
58ea1d16-e879-4d71-b8d9-050357d813b7,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,,Pro,BUSINESS,true,2,25,36-44
5effac3c-8d00-4f2a-b61f-48639d557f14,BETWEEN_100K_AND_250K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,,Starter,INDIVIDUAL,true,0,6,36-44
740a66c5-ca21-48c3-8db5-499ce191abbe,BETWEEN_50K_AND_100K,MANUFACTURING_OR_PRODUCTION_WORKER,DEBT_PAYMENT,Starter,INDIVIDUAL,true,4,112,45-54
def7d2a6-3631-4ff3-a7c6-52c275ab98ac,BETWEEN_25K_AND_50K,MANUFACTURING_OR_PRODUCTION_WORKER,OPTIMIZE_CASH_FLOW,Pro,INDIVIDUAL,true,1,8,18-24
8d73410e-7101-42c9-9b45-1a1096718c65,OVER_250K,SCIENTIST_OR_TECHNOLOGIST,MAXIMIZE_SAVINGS,Pro,BUSINESS,false,0,22,36-44
0cff47ee-5fa2-4bd5-b92e-a3a20f79326b,BETWEEN_25K_AND_50K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,MAINTAIN_CONTROL,Starter,BUSINESS,true,1,22,25-35
c2427d71-c559-4177-a4f0-9df76327988c,BETWEEN_50K_AND_100K,FARMER_FISHERMAN_FORESTER,PAY_OFF_DEBT,Pro,INDIVIDUAL,true,2,134,25-35
56be0328-cb54-48cb-b137-9517ce64be5f,BETWEEN_100K_AND_250K,BUSINESS_ANALYST_ACCOUNTANT_OR_FINANCIAL_ADVISOR,OPTIMIZE_CASH_FLOW,Starter,INDIVIDUAL,false,1,2,25-35
dd130044-4bb6-418c-8cf4-2c6b97326026,BETWEEN_50K_AND_100K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,,Pro,BUSINESS,true,1,7,36-44
b85c1328-ed81-4f22-b855-883834bc4332,UP_TO_10K,ARCHITECT_OR_ENGINEER,AUTOMATE_MY_INVESTMENTS,Pro,INDIVIDUAL,false,0,21,36-44
671ba67b-8b18-49b9-94ca-1d02c5dfdad4,BETWEEN_100K_AND_250K,ARCHITECT_OR_ENGINEER,,Pro,BUSINESS,false,1,32,25-35
62d16975-2795-453d-8b70-2eb1cc1afcaa,BETWEEN_50K_AND_100K,MILITARY_OR_PUBLIC_SAFETY,ORGANIZE_FINANCING,Starter,INDIVIDUAL,false,1,29,36-44
c8748c4e-4ff2-4bc8-bbff-a3e7be3575f4,BETWEEN_50K_AND_100K,FOOD_SERVICE_WORKER,ORGANIZE_FINANCING,Pro,BUSINESS,true,1,17,18-24
7f58a2cf-26ca-4320-8b8c-c30ba59b8174,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,true,3,11,25-35
15b58863-b05c-4bf2-934c-5dc316f98074,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,,Business,BUSINESS,false,1,31,25-35
d595995b-d3d0-4029-9512-dfbd15fead55,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,AUTOMATE_MY_BUDGETING,Business,BUSINESS,true,5,35,25-35
d7aa1e47-a4a1-4201-8c44-e61ede11e8ab,BETWEEN_100K_AND_250K,SALES_REPRESENTATIVE_BROKER_AGENT,PAY_OFF_DEBT,Starter,INDIVIDUAL,false,1,7,25-35
0476af43-4881-44e1-b3a1-af7557684576,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,,Starter,INDIVIDUAL,true,1,9,25-35
a8ad7b99-847e-48f9-8e13-706e2e9e3e6e,BETWEEN_50K_AND_100K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,,Pro,BUSINESS,false,1,8,36-44
309b9b90-f538-46a3-8cd7-7dadd7182759,,,,Pro,BUSINESS,false,2,7,36-44
b12e9889-917b-4c3d-8d33-7cf1f0d4e530,BETWEEN_25K_AND_50K,EXECUTIVE_OR_MANAGER,AUTOMATE_MY_BUDGETING,Pro,INDIVIDUAL,true,1,8,25-35
43473a85-bc8b-4a13-b9cc-33b037e3aed2,BETWEEN_50K_AND_100K,GIG_WORKER,MAXIMIZE_MY_SAVINGS,Business,BUSINESS,false,1,9,36-44
06f4b6a5-76a8-4375-8dee-f957ce7f971d,BETWEEN_50K_AND_100K,NURSE_HEALTHCARE_TECHNICIAN_OR_HEALTHCARE_SUPPORT,ORGANIZE_FINANCING,Starter,INDIVIDUAL,false,3,5,18-24
c24bf78e-2b6e-4f71-b37e-e680b5c19bbb,BETWEEN_100K_AND_250K,EXECUTIVE_OR_MANAGER,DEBT_PAYMENT,Starter,INDIVIDUAL,false,1,9,25-35
f81e48db-e6e7-49cf-966c-491e3b251c8b,BETWEEN_50K_AND_100K,SCIENTIST_OR_TECHNOLOGIST,,Pro,BUSINESS,false,1,4,25-35
eecb78be-e67d-4d27-91e4-87504080d16c,BETWEEN_100K_AND_250K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,,Business,BUSINESS,true,4,54,45-54
61975b8c-9817-4424-81f6-ab785647c84e,BETWEEN_25K_AND_50K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,ORGANIZE_FINANCING,Pro,BUSINESS,true,2,6,18-24
f13204ec-be15-4c91-9921-652218f3c6fe,BETWEEN_25K_AND_50K,EXECUTIVE_OR_MANAGER,VISUALIZE_AND_TRACK_FINANCES,Pro,BUSINESS,true,1,4,25-35
11afe5fd-ceff-4f3d-a0de-f89bbffb9f9e,BETWEEN_100K_AND_250K,SCIENTIST_OR_TECHNOLOGIST,ORGANIZE_FINANCING,Starter,BUSINESS,true,1,19,36-44
a5f0b845-ce52-481d-8419-e07878fff4b8,OVER_250K,DOCTOR,,Business,BUSINESS,true,4,24,36-44
9cb944dc-9217-4640-9735-43d6509b016a,BETWEEN_50K_AND_100K,EXECUTIVE_OR_MANAGER,VISUALIZE_AND_TRACK_FINANCES,Starter,INDIVIDUAL,true,1,23,25-35
565fbc92-5c1f-4cb2-a892-3dd2b9dc7d1c,BETWEEN_50K_AND_100K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,,Pro,BUSINESS,false,0,25,25-35
06d5f09f-1b4b-441c-bb2c-8671d4706d65,BETWEEN_50K_AND_100K,PERSONAL_CARE_OR_SERVICE_WORKER,,Pro,BUSINESS,true,2,3,55-64
f14c494f-6849-4500-8d66-c1d37757d14e,BETWEEN_50K_AND_100K,CONSTRUCTION_MECHANIC_OR_MAINTENANCE_WORKER,AUTOMATE_MY_BUDGETING,Pro,INDIVIDUAL,true,0,17,36-44
13692b78-072c-4e0b-b49f-2fc8eba28d9d,BETWEEN_100K_AND_250K,ARCHITECT_OR_ENGINEER,,Pro,BUSINESS,false,1,6,25-35
926a14b8-68bc-4baf-bc04-cc7829a2955d,BETWEEN_50K_AND_100K,ARCHITECT_OR_ENGINEER,,Pro,BUSINESS,false,0,17,25-35
94991506-3d51-4c14-a45a-f6ea9c4e455d,BETWEEN_100K_AND_250K,GIG_WORKER,DEBT_PAYMENT,Starter,BUSINESS,false,1,36,25-35
6a59bc8f-9cc7-48d7-88a0-7137757d6693,BETWEEN_100K_AND_250K,BUSINESS_ANALYST_ACCOUNTANT_OR_FINANCIAL_ADVISOR,VISUALIZE_AND_TRACK_FINANCES,Business,BUSINESS,true,2,52,36-44
b5c521af-d297-46c4-af99-eff4b826d409,BETWEEN_50K_AND_100K,ENTERTAINMENT_SPORTS_ARTS_OR_MEDIA,MAXIMIZE_MY_SAVINGS,Starter,INDIVIDUAL,true,2,3,18-24
1e3b7977-55c1-4cc7-b17f-20b93d1e06b5,BETWEEN_100K_AND_250K,ARCHITECT_OR_ENGINEER,VISUALIZE_AND_TRACK_FINANCES,Starter,INDIVIDUAL,true,2,18,45-54
